text,aspect,sentiment_label,language,text_clean
MOSA O KOLOBETSANG $T$ O SIEA KHAREBE E ITŠOERE HLOOHONG,LITHOTSELA,-1,sesotho,mosa o kolobetsang t o siea kharebe e itšoere hloohong
MOSA O KOLOBETSANG LITHOTSELA O SIEA $T$ E ITŠOERE HLOOHONG,KHAREBE,-1,sesotho,mosa o kolobetsang lithotsela o siea t e itšoere hloohong
$T$ O QETA HO TŠOLA TLHAKO MORONG KAMORA HO TETEKA MOSALI,MONNA,-1,sesotho,t o qeta ho tšola tlhako morong kamora ho teteka mosali
MONNA O QETA HO TŠOLA TLHAKO MORONG KAMORA HO TETEKA $T$,MOSALI,-1,sesotho,monna o qeta ho tšola tlhako morong kamora ho teteka t
$T$ SE PHUTHA SETOPO SE SENG SA MOSALI,SEPOLESA,1,sesotho,t se phutha setopo se seng sa mosali
SEPOLESA SE PHUTHA $T$ SE SENG SA MOSALI,SETOPO,-1,sesotho,sepolesa se phutha t se seng sa mosali
SEPOLESA SE PHUTHA SETOPO SE SENG SA $T$,MOSALI,0,sesotho,sepolesa se phutha setopo se seng sa t
$T$ SE INOLOA KA LETAMONG SE TŠETSOE KA HARA POLASETIKE,SETOPO SA MONNA,-1,sesotho,t se inoloa ka letamong se tšetsoe ka hara polasetike
SETOPO SA MONNA SE INOLOA KA $T$ SE TŠETSOE KA HARA POLASETIKE,LETAMONG,0,sesotho,setopo sa monna se inoloa ka t se tšetsoe ka hara polasetike
SETOPO SA MONNA SE INOLOA KA LETAMONG SE TŠETSOE KA HARA $T$,POLASITIKE,0,sesotho,setopo sa monna se inoloa ka letamong se tšetsoe ka hara t
$T$ O OELE KA LETAMONG,MOTHO,-1,sesotho,t o oele ka letamong
MOTHO O OELE KA $T$,LETAMONG,0,sesotho,motho o oele ka t
BONA $T$ EA FENETHILENG MOSALI-AE KA THIPA MAOBANE,MONNA,-1,sesotho,bona t ea fenethileng mosaliae ka thipa maobane
BONA MONNA EA FENETHILENG $T$ KA THIPA MAOBANE,MOSALI-AE,-1,sesotho,bona monna ea fenethileng t ka thipa maobane
BONA MONNA EA FENETHILENG MOSALI-AE KA $T$ MAOBANE,THIPA,0,sesotho,bona monna ea fenethileng mosaliae ka t maobane
$T$ EA BOHLOKOA HO BAAHI,TLHOKOMELISO,0,sesotho,t ea bohlokoa ho baahi
TLHOKOMELISO EA BOHLOKOA HO $T$,BAAHI,1,sesotho,tlhokomeliso ea bohlokoa ho t
$T$ O NTSE O TŠOERE KA MATLA HO MATLAFATSA LITSELA TSA NAHA,'MUSO,1,sesotho,t o ntse o tšoere ka matla ho matlafatsa litsela tsa naha
'MUSO O NTSE O TŠOERE KA MATLA HO MATLAFATSA $T$,LITSELA TSA NAHA,1,sesotho,muso o ntse o tšoere ka matla ho matlafatsa t
$T$ O LOANETSE BOLOKOLOHI BA SECHABA,TONAKHOLO,1,sesotho,t o loanetse bolokolohi ba sechaba
TONAKHOLO O LOANETSE BOLOKOLOHI BA $T$,SECHABA,1,sesotho,tonakholo o loanetse bolokolohi ba t
$T$ O TŠOARELOA HO OTLA KHAREBE O MO TSEKISA HO ITHOLELA HA A MO FEREHA,MOITHUTI OA SEKOLO SE SEHOLO,-1,sesotho,t o tšoareloa ho otla kharebe o mo tsekisa ho itholela ha a mo fereha
MOITHUTI OA SEKOLO SE SEHOLO O TŠOARELOA HO OTLA $T$ O MO TSEKISA HO ITHOLELA HA A MO FEREHA,KHAREBE,-1,sesotho,moithuti oa sekolo se seholo o tšoareloa ho otla t o mo tsekisa ho itholela ha a mo fereha
$T$ O LOANETSE LEBENKELE KHAKHAULANE MOLAMU OA HLOOHO,TONAKHOLO,1,sesotho,t o loanetse lebenkele khakhaulane molamu oa hlooho
TONAKHOLO O LOANETSE $T$ KHAKHAULANE MOLAMU OA HLOOHO,LEBENKELE,0,sesotho,tonakholo o loanetse t khakhaulane molamu oa hlooho
$T$ O HLAHA A PALAME KA THATAA HEE LE HONA O E KOTSOMETSE,TONAKHOLO,1,sesotho,t o hlaha a palame ka thataa hee le hona o e kotsometse
HANTLE RONA RE MO ROLELA $T$,KHAEBANA,1,sesotho,hantle rona re mo rolela t
SE ENTSOENG KE $T$ O KE KE OA SE FETOLA,MOLIMO,1,sesotho,se entsoeng ke t o ke ke oa se fetola
$T$ A NTSE A AHOA KA MALOTING,MAROKHO A MAOTO,1,sesotho,t a ntse a ahoa ka maloting
MAROKHO A MAOTO A NTSE A AHOA KA $T$,MALOTING,0,sesotho,marokho a maoto a ntse a ahoa ka t
$T$ OA TŠOAROA A NTSE A BETA KHOMO,MONNA,-1,sesotho,t oa tšoaroa a ntse a beta khomo
MONNA OA TŠOAROA A NTSE A BETA $T$,KHOMO,-1,sesotho,monna oa tšoaroa a ntse a beta t
$T$ O LAHLETSOE KA NTLOANENG O HLAHELLETSE KA LEOTO,MONNA,-1,sesotho,t o lahletsoe ka ntloaneng o hlahelletse ka leoto
MONNA O LAHLETSOE KA $T$ O HLAHELLETSE KA LEOTO,NTLOANENG,0,sesotho,monna o lahletsoe ka t o hlahelletse ka leoto
MONNA O LAHLETSOE KA NTLOANENG O HLAHELLETSE KA $T$,LEOTO,0,sesotho,monna o lahletsoe ka ntloaneng o hlahelletse ka t
BONA $T$ A QOSETSOANG LESHANO O NTŠITSE MAKUNUTU A 'MUSO,MOSALI,-1,sesotho,bona t a qosetsoang leshano o ntšitse makunutu a muso
BONA MOSALI A QOSETSOANG LESHANO O NTŠITSE $T$,MAKUNUTU A 'MUSO,0,sesotho,bona mosali a qosetsoang leshano o ntšitse t
UTLOA NA $T$ O RENG KA LEFU LA MOSALI-AE LE MORA OA HAE,HLOOHO EA LELAPA,0,sesotho,utloa na t o reng ka lefu la mosaliae le mora oa hae
UTLOA NA HLOOHO EA LELAPA O RENG KA LEFU LA $T$ LE MORA OA HAE,MOSALI-AE,-1,sesotho,utloa na hlooho ea lelapa o reng ka lefu la t le mora oa hae
UTLOA NA HLOOHO EA LELAPA O RENG KA LEFU LA MOSALI-AE LE $T$,MORA OA HAE,-1,sesotho,utloa na hlooho ea lelapa o reng ka lefu la mosaliae le t
$T$ O NTSE A E-SO INOLOE KA LETAMONG,NGOANA,-1,sesotho,t o ntse a eso inoloe ka letamong
NGOANA O NTSE A E-SO INOLOE KA $T$,LETAMONG,0,sesotho,ngoana o ntse a eso inoloe ka t
$T$ O NOETSE KA LETAMONG,NGOANA,-1,sesotho,t o noetse ka letamong
NGOANA O NOETSE KA $T$,LETAMONG,0,sesotho,ngoana o noetse ka t
$T$ EA ILENG A PEPESA LETHATHEMO LA MATONA A MACHA O QOSITSOE,MOSALI,-1,sesotho,t ea ileng a pepesa lethathemo la matona a macha o qositsoe
MOSALI EA ILENG A PEPESA $T$ A MACHA O QOSITSOE,LETHATHEMO LA MATONA,1,sesotho,mosali ea ileng a pepesa t a macha o qositsoe
$T$ HO BO-MOSAMARIA BA MOLEMO BA THUSANG MOTHO E MONG LE E MONG KA HARA TOROPO,TLHOKOMELISO,0,sesotho,t ho bomosamaria ba molemo ba thusang motho e mong le e mong ka hara toropo
TLHOKOMELISO HO BO-MOSAMARIA BA MOLEMO BA THUSANG MOTHO E MONG LE E MONG KA HARA $T$,TOROPO,0,sesotho,tlhokomeliso ho bomosamaria ba molemo ba thusang motho e mong le e mong ka hara t
TLHOKOMELISO HO $T$ BA THUSANG MOTHO E MONG LE E MONG KA HARA TOROPO,BO-MOSAMARIA BA MOLEMO,-1,sesotho,tlhokomeliso ho t ba thusang motho e mong le e mong ka hara toropo
$T$ AO LOANELE LINTOENG TSA BOSIU AO HLOLELE MELEKO EOHLE,MORENA,1,sesotho,t ao loanele lintoeng tsa bosiu ao hlolele meleko eohle
MORENA AO LOANELE $T$ TSA BOSIU AO HLOLELE MELEKO EOHLE,LINTOENG,-1,sesotho,morena ao loanele t tsa bosiu ao hlolele meleko eohle
MORENA AO LOANELE LINTOENG TSA BOSIU AO HLOLELE $T$ EOHLE,MELEKO,-1,sesotho,morena ao loanele lintoeng tsa bosiu ao hlolele t eohle
$T$ O BOLAUOE A EA MOSEBETSING KAJENO,MOSALI,-1,sesotho,t o bolauoe a ea mosebetsing kajeno
MOSALI O BOLAUOE A EA $T$ KAJENO,MOSEBETSING,0,sesotho,mosali o bolauoe a ea t kajeno
LI NTSE LI ROROPA KA $T$,'MALETSUNYANE BRAAI FESTIVAL,1,sesotho,li ntse li roropa ka t
$T$ O HULANYETSOA KHOTLA O BATLOA MILLION TSE PELI TSA MALOTI,MOSALI,-1,sesotho,t o hulanyetsoa khotla o batloa million tse peli tsa maloti
MOSALI O HULANYETSOA $T$ O BATLOA MILLION TSE PELI TSA MALOTI,KHOTLA,0,sesotho,mosali o hulanyetsoa t o batloa million tse peli tsa maloti
$T$ O BILIKA KA SETHUTHUTHU,TONAKHOLO,1,sesotho,t o bilika ka sethuthuthu
TONAKHOLO O BILIKA KA $T$,SETHUTHUTHU,0,sesotho,tonakholo o bilika ka t
$T$ O SITOA HO IPHAPANYETSA LERATO LEO A LE RATANG SECHABA,TONAKHOLO,1,sesotho,t o sitoa ho iphapanyetsa lerato leo a le ratang sechaba
TONAKHOLO O SITOA HO IPHAPANYETSA LERATO LEO A LE RATANG $T$,SECHABA,0,sesotho,tonakholo o sitoa ho iphapanyetsa lerato leo a le ratang t
$T$ O NTSE A JABA-JABA MOKETENG,TONAKHOLO,1,sesotho,t o ntse a jabajaba moketeng
TOANAKHOLO O NTSE A JABA-JABA $T$,MOKETENG,1,sesotho,toanakholo o ntse a jabajaba t
$T$ O TŠOAETSA MORALI-AE MAFU A LIKOBO,MONNA,-1,sesotho,t o tšoaetsa moraliae mafu a likobo
MONNA O TŠOAETSA $T$ MAFU A LIKOBO,MORALI-AE,-1,sesotho,monna o tšoaetsa t mafu a likobo
MONNA O TŠOAETSA MORALI-AE $T$,MAFU A LIKOBO,-1,sesotho,monna o tšoaetsa moraliae t
$T$ SE RE HO TŠEPA MOTHO KE HO POKOTHA NOHA,SEPOLESA,0,sesotho,t se re ho tšepa motho ke ho pokotha noha
SEPOLESA SE RE HO TŠEPA $T$ KE HO POKOTHA NOHA,MOTHO,-1,sesotho,sepolesa se re ho tšepa t ke ho pokotha noha
SEPOLESA SE RE HO TŠEPA MOTHO KE HO POKOTHA $T$,NOHA,-1,sesotho,sepolesa se re ho tšepa motho ke ho pokotha t
NTAELE $T$ KE MOFO OA HAU THATO KE TLA PHETHA EA HAU,MORENA,1,sesotho,ntaele t ke mofo oa hau thato ke tla phetha ea hau
NTAELE MORENA KE $T$ OA HAU THATO KE TLA PHETHA EA HAU,MOFO,1,sesotho,ntaele morena ke t oa hau thato ke tla phetha ea hau
BONA $T$ EA BOLAILENG MOTHO MOTŠEARE TOROPONG,MONNA,-1,sesotho,bona t ea bolaileng motho motšeare toropong
BONA MONNA EA BOLAILENG $T$ MOTŠEARE TOROPONG,MOTHO,-1,sesotho,bona monna ea bolaileng t motšeare toropong
BONA MONNA EA BOLAILENG MOTHO MOTŠEARE $T$,TOROPONG,0,sesotho,bona monna ea bolaileng motho motšeare t
$T$ E RE HA E BATLE HO FUMANTŠOA LITSIANE KA MPESA BA BATLA HO KHOLLA POSONG,METSOFE,-1,sesotho,t e re ha e batle ho fumantšoa litsiane ka mpesa ba batla ho kholla posong
METSOFE E RE HA E BATLE HO FUMANTŠOA $T$ KA MPESA BA BATLA HO KHOLLA POSONG,LITSIANE,0,sesotho,metsofe e re ha e batle ho fumantšoa t ka mpesa ba batla ho kholla posong
METSOFE E RE HA E BATLE HO FUMANTŠOA LITSIANE KA $T$ BA BATLA HO KHOLLA POSONG,MPESA,-1,sesotho,metsofe e re ha e batle ho fumantšoa litsiane ka t ba batla ho kholla posong
METSOFE E RE HA E BATLE HO FUMANTŠOA LITSIANE KA MPESA BA BATLA HO KHOLLA $T$,POSONG,1,sesotho,metsofe e re ha e batle ho fumantšoa litsiane ka mpesa ba batla ho kholla t
$T$ MORALI LE SETLOHOLO BA QHALILE KEMARO,NKHONO,-1,sesotho,t morali le setloholo ba qhalile kemaro
NKHONO $T$ LE SETLOHOLO BA QHALILE KEMARO,MORALI,-1,sesotho,nkhono t le setloholo ba qhalile kemaro
NKHONO MORALI LE $T$ BA QHALILE KEMARO,SETLOHOLO,-1,sesotho,nkhono morali le t ba qhalile kemaro
$T$ LE LAELA HORE LEBENKELE LE FANTISOE,LEKHOTLA,0,sesotho,t le laela hore lebenkele le fantisoe
LEKHOTLA LE LAELA HORE $T$ LE FANTISOE,LEBENKELE,-1,sesotho,lekhotla le laela hore t le fantisoe
O TLOHELLA $T$ EO E LENG NYATSI EA HAE O BETA NGOANA,NKHONO,0,sesotho,o tlohella t eo e leng nyatsi ea hae o beta ngoana
O TLOHELLA NKHONO EO E LENG $T$ EA HAE O BETA NGOANA,NYATSI,-1,sesotho,o tlohella nkhono eo e leng t ea hae o beta ngoana
O TLOHELLA NKHONO EO E LENG NYATSI EA HAE O BETA $T$,NGOANA,-1,sesotho,o tlohella nkhono eo e leng nyatsi ea hae o beta t
$T$ LI INYAKATSA KA BARUTUOA SEKOLONG SE PHAHAMENG,LITICHERE,-1,sesotho,t li inyakatsa ka barutuoa sekolong se phahameng
LITICHERE LI INYAKATSA KA $T$ SEKOLONG SE PHAHAMENG,BARUTUOA,-1,sesotho,litichere li inyakatsa ka t sekolong se phahameng
LITICHERE LI INYAKATSA KA BARUTUOA $T$,SEKOLONG SE PHAHAMENG,0,sesotho,litichere li inyakatsa ka barutuoa t
$T$ LE AHLOTSE MONNA EO ESALENG A ROBALA LE MORALI'AE,LEKHOTLA,0,sesotho,t le ahlotse monna eo esaleng a robala le moraliae
LEKHOTLA LE AHLOTSE $T$ EO ESALENG A ROBALA LE MORALI'AE,MONNA,-1,sesotho,lekhotla le ahlotse t eo esaleng a robala le moraliae
LEKHOTLA LE AHLOTSE MONNA EO ESALENG A ROBALA LE $T$,MORALI'AE,0,sesotho,lekhotla le ahlotse monna eo esaleng a robala le t
$T$ ESALE A BETOA HO TLOHA SELEMO SE FETILENG,NGOANA,-1,sesotho,t esale a betoa ho tloha selemo se fetileng
$T$ O BOLOKUOE LE MORA OA HAE MAOBANE,MOOKAMELI,-1,sesotho,t o bolokuoe le mora oa hae maobane
MOOKAMELI O BOLOKUOE LE $T$ MAOBANE,MORA OA HAE,-1,sesotho,mookameli o bolokuoe le t maobane
BA IPHOMOLETSE 'ME LE $T$ KHETLONG LENA MOLAO O SALLANE LE BABOLAI BA BONA,MORA,-1,sesotho,ba iphomoletse me le t khetlong lena molao o sallane le babolai ba bona
BA IPHOMOLETSE $T$ KHETLONG LENA MOLAO O SALLANE LE BABOLAI BA BONA,'ME' LE MORA,-1,sesotho,ba iphomoletse t khetlong lena molao o sallane le babolai ba bona
BA IPHOMOLETSE 'ME' LE MORA KHETLONG LENA $T$ O SALLANE LE BABOLAI BA BONA,MOLAO,0,sesotho,ba iphomoletse me le mora khetlong lena t o sallane le babolai ba bona
BA IPHOMOLETSE 'ME' LE MORA KHETLONG LENA MOLAO O SALLANE LE $T$ BA BONA,BABOLAI,-1,sesotho,ba iphomoletse me le mora khetlong lena molao o sallane le t ba bona
$T$ O BOLAELOA MAPATLELONG A TOROPO,MONNA,-1,sesotho,t o bolaeloa mapatlelong a toropo
MONNA O BOLAELOA MAPATLELONG A $T$,TOROPO,0,sesotho,monna o bolaeloa mapatlelong a t
O BETA $T$ KA NTLOANENG NGOANA O TSOILE A BELEHA EKA OA HLANYA,NGOANA,-1,sesotho,o beta t ka ntloaneng ngoana o tsoile a beleha eka oa hlanya
O BETA NGOANA KA $T$ NGOANA O TSOILE A BELEHA EKA OA HLANYA,NTLOANENG,0,sesotho,o beta ngoana ka t ngoana o tsoile a beleha eka oa hlanya
O BETA NGOANA KA NTLOANENG $T$ O TSOILE A BELEHA EKA OA HLANYA,NGOANA,-1,sesotho,o beta ngoana ka ntloaneng t o tsoile a beleha eka oa hlanya
$T$ O TŠOEROE A BETILE NGOANANA EA NANG LE BOKOOA,MONNA,-1,sesotho,t o tšoeroe a betile ngoanana ea nang le bokooa
MONNA O TŠOEROE A BETILE $T$ EA NANG LE BOKOOA,NGOANANA,-1,sesotho,monna o tšoeroe a betile t ea nang le bokooa
$T$ E SEBETSANG E BOLAUOE,NESE EA MONNA,-1,sesotho,t e sebetsang e bolauoe
$T$ O QETA HO CHELLA KATLUNG,NGOANA,-1,sesotho,t o qeta ho chella katlung
NGOANA O QETA HO CHELLA $T$,KATLUNG,0,sesotho,ngoana o qeta ho chella t
$T$ O LAELA BANA HO ROBALA LE MOKHALAJOE LEKHOTLA LE BA AHLOTSE LILEMO TSE MASHOME A MARARO TORONKONG,MOSALI,-1,sesotho,t o laela bana ho robala le mokhalajoe lekhotla le ba ahlotse lilemo tse mashome a mararo toronkong
MOSALI O LAELA $T$ HO ROBALA LE MOKHALAJOE LEKHOTLA LE BA AHLOTSE LILEMO TSE MASHOME A MARARO TORONKO,BANA,-1,sesotho,mosali o laela t ho robala le mokhalajoe lekhotla le ba ahlotse lilemo tse mashome a mararo toronko
MOSALI O LAELA BANA HO ROBALA LE $T$ LEKHOTLA LE BA AHLOTSE LILEMO TSE MASHOME A MARARO TORONKO,MOKHALAJOE,-1,sesotho,mosali o laela bana ho robala le t lekhotla le ba ahlotse lilemo tse mashome a mararo toronko
MOSALI O LAELA BANA HO ROBALA LE MOKHALAJOE $T$ LE BA AHLOTSE LILEMO TSE MASHOME A MARARO TORONKO,LEKHOTLA,0,sesotho,mosali o laela bana ho robala le mokhalajoe t le ba ahlotse lilemo tse mashome a mararo toronko
MOSALI O LAELA BANA HO ROBALA LE MOKHALAJOE LEKHOTLA LE BA AHLOTSE LILEMO TSE MASHOME A MARARO $T$,TORONKONG,0,sesotho,mosali o laela bana ho robala le mokhalajoe lekhotla le ba ahlotse lilemo tse mashome a mararo t
$T$ O BETA KHAREBE E NANG LE BOTHATA BA PUO,MONNA,-1,sesotho,t o beta kharebe e nang le bothata ba puo
MONNA O BETA $T$ E NANG LE BOTHATA BA PUO,KHAREBE,-1,sesotho,monna o beta t e nang le bothata ba puo
$T$ OA BOSIU O NTŠA BATHO MATLONG,MOKHOSI,-1,sesotho,t oa bosiu o ntša batho matlong
MOKHOSI OA BOSIU O NTŠA $T$ MATLONG,BATHO,0,sesotho,mokhosi oa bosiu o ntša t matlong
$T$ O KOETETSE KE BO RASETHUNYA BOSIUNG BA KAJENO,MOOKAMELI,-1,sesotho,t o koetetse ke bo rasethunya bosiung ba kajeno
MOOKAMELI O KOETETSE KE BO $T$ BOSIUNG BA KAJENO,RASETHUNYA,-1,sesotho,mookameli o koetetse ke bo t bosiung ba kajeno
$T$ E BONA MOQHOBI OA LEPHELE A HAKUOE SEFATENG,NTJA,0,sesotho,t e bona moqhobi oa lephele a hakuoe sefateng
NTJA E BONA $T$ A HAKUOE SEFATENG,MOQHOBI OA LEPHELE,-1,sesotho,ntja e bona t a hakuoe sefateng
NTJA E BONA MOQHOBI OA LEPHELE A HAKUOE $T$,SEFATENG,0,sesotho,ntja e bona moqhobi oa lephele a hakuoe t
$T$ O FUMANOA A BOLAUOE KAJENO,MONNA,-1,sesotho,t o fumanoa a bolauoe kajeno
$T$ O TLO LOKISA MATLO A SENTSOENG KE LIFEFO,TONAKHOLO,1,sesotho,t o tlo lokisa matlo a sentsoeng ke lifefo
TONAKHOLO O TLO LOKISA $T$ A SENTSOENG KE LIFEFO,MATLO,1,sesotho,tonakholo o tlo lokisa t a sentsoeng ke lifefo
TONAKHOLO O TLO LOKISA MATLO A SENTSOENG KE $T$,LIFEFO,-1,sesotho,tonakholo o tlo lokisa matlo a sentsoeng ke t
UTLOA LITABA TSA $T$ EA BOLAUOENG KE KOLOI SHOALANENG EA MAOBANE,MOSALI,-1,sesotho,utloa litaba tsa t ea bolauoeng ke koloi shoalaneng ea maobane
UTLOA LITABA TSA MOSALI EA BOLAUOENG KE $T$ SHOALANENG EA MAOBANE,KOLOI,-1,sesotho,utloa litaba tsa mosali ea bolauoeng ke t shoalaneng ea maobane
$T$ LE QETA HO FUMANOA KA LERAKONG,LESEA LA NGOANANA,-1,sesotho,t le qeta ho fumanoa ka lerakong
LESEA LA NGOANANA LE QETA HO FUMANOA KA $T$,LERAKONG,0,sesotho,lesea la ngoanana le qeta ho fumanoa ka t
$T$ E QETA HO BOLAEA MOSALI O ITAHLETSE KA TSELENG EKA O KOPA THUSO,KOLOI,-1,sesotho,t e qeta ho bolaea mosali o itahletse ka tseleng eka o kopa thuso
KOLOI E QETA HO BOLAEA $T$ O ITAHLETSE KA TSELENG EKA O KOPA THUSO,MOSALI,-1,sesotho,koloi e qeta ho bolaea t o itahletse ka tseleng eka o kopa thuso
KOLOI E QETA HO BOLAEA MOSALI O ITAHLETSE KA $T$ EKA O KOPA THUSO,TSELENG,0,sesotho,koloi e qeta ho bolaea mosali o itahletse ka t eka o kopa thuso
$T$ BA LEPOLESA,BABOLAI,-1,sesotho,t ba lepolesa
BABOLAI BA $T$,LEPOLESA,0,sesotho,babolai ba t
BONA $T$ LE THUNYELITSENG MOSALI'A LONA LEFU,LESOLE,-1,sesotho,bona t le thunyelitseng mosalia lona lefu
BONA LESOLE LE THUNYELITSENG $T$ LEFU,MOSALI'A LONA,-1,sesotho,bona lesole le thunyelitseng t lefu
$T$ E TSOHA E CHESITSOE LORE,TEREKERE,-1,sesotho,t e tsoha e chesitsoe lore
$T$ BA TŠOEROE KA BOSHOLU BA LIPHOOFOLO,BANNA,-1,sesotho,t ba tšoeroe ka bosholu ba liphoofolo
BANNA BA TŠOEROE KA BOSHOLU BA $T$,LIPHOOFOLO,0,sesotho,banna ba tšoeroe ka bosholu ba t
BA TŠOLLA $T$ A SENANG MOLATO BA BOLAEA BANNA BA BABELI KA SEHLOHO,MALI,-1,sesotho,ba tšolla t a senang molato ba bolaea banna ba babeli ka sehloho
BA TŠOLLA MALI A SENANG MOLATO BA BOLAEA $T$ BA BABELI KA SEHLOHO,BANNA,-1,sesotho,ba tšolla mali a senang molato ba bolaea t ba babeli ka sehloho
$T$ O FENETHA MOSEBETSI 'MOHO PONTŠENG EA BASEBETSI 'MOHO,MOSEBETSI OA MORAFO,-1,sesotho,t o fenetha mosebetsi moho pontšeng ea basebetsi moho
MOSEBETSI OA MORAFO O FENETHA MOSEBETSI 'MOHO PONTŠENG EA $T$,BASEBETSI 'MOHO,0,sesotho,mosebetsi oa morafo o fenetha mosebetsi moho pontšeng ea t
$T$ O BOLAEA MOTHO,MONNA,-1,sesotho,t o bolaea motho
MONNA O BOLAEA $T$,MOTHO,0,sesotho,monna o bolaea t
BONA $T$ LE BOLAILENG MOTHO,LEPOLESA,-1,sesotho,bona t le bolaileng motho
BONA LEPOLESA LE BOLAILENG $T$,MOTHO,-1,sesotho,bona lepolesa le bolaileng t
$T$ E CHESITSOE,KOLOI EA BAETI,-1,sesotho,t e chesitsoe
$T$ A MANE A BEHELLOA KA THOKO HO MOSEBETSI E MONG O ILE MOSEBETSING A TAUOE BA BANG BA NKILE TJOTJO HO MASHOLU A TERAKA,MAPOLESA,-1,sesotho,t a mane a behelloa ka thoko ho mosebetsi e mong o ile mosebetsing a tauoe ba bang ba nkile tjotjo ho masholu a teraka
MAPOLESA A MANE A BEHELLOA KA THOKO HO $T$ E MONG O ILE MOSEBETSING A TAUOE BA BANG BA NKILE TJOTJO HO MASHOLU A TERAKA,MOSEBETSI,0,sesotho,mapolesa a mane a behelloa ka thoko ho t e mong o ile mosebetsing a tauoe ba bang ba nkile tjotjo ho masholu a teraka
MAPOLESA A MANE A BEHELLOA KA THOKO HO MOSEBETSI E MONG O ILE MOSEBETSING A TAUOE BA BANG BA NKILE $T$ HO MASHOLU A TERAKA,TJOTJO,-1,sesotho,mapolesa a mane a behelloa ka thoko ho mosebetsi e mong o ile mosebetsing a tauoe ba bang ba nkile t ho masholu a teraka
MAPOLESA A MANE A BEHELLOA KA THOKO HO MOSEBETSI E MONG O ILE MOSEBETSING A TAUOE BA BANG BA NKILE TJOTJO HO $T$ A TERAKA,MASHOLU,-1,sesotho,mapolesa a mane a behelloa ka thoko ho mosebetsi e mong o ile mosebetsing a tauoe ba bang ba nkile tjotjo ho t a teraka
$T$ O PALAME KHENTŠA,TONAKHOLO,1,sesotho,t o palame khentša
$T$ SE HATISITSOE LEJOE HOLIMO,SETOPO SA NGOANANA,-1,sesotho,t se hatisitsoe lejoe holimo
SETOPO SA NGOANANA SE HATISITSOE $T$ HOLIMO,LEJOE,0,sesotho,setopo sa ngoanana se hatisitsoe t holimo
$T$ O BOLAETSOE KA MORUNG,NGOANA,-1,sesotho,t o bolaetsoe ka morung
NGOANA O BOLAETSOE KA $T$,MORUNG,0,sesotho,ngoana o bolaetsoe ka t
$T$ LE MASOLE A QETA HO PHOLOSA MONNA MOLLONG,MAPOLESA,1,sesotho,t le masole a qeta ho pholosa monna mollong
MAPOLESA LE $T$ A QETA HO PHOLOSA MONNA MOLLONG,MASOLE,1,sesotho,mapolesa le t a qeta ho pholosa monna mollong
MAPOLESA LE MASOLE A QETA HO PHOLOSA $T$ MOLLONG,MONNA,-1,sesotho,mapolesa le masole a qeta ho pholosa t mollong
$T$ O NYOPISA MORERO OA MABETA,NGOANA,1,sesotho,t o nyopisa morero oa mabeta
NGOANA O NYOPISA $T$ OA MABETA,MORERO,-1,sesotho,ngoana o nyopisa t oa mabeta
$T$ O ABETSE BALISANA SETHOPO SA LIKHUTŠOANE KAJENO,TONAKHOLO,1,sesotho,t o abetse balisana sethopo sa likhutšoane kajeno
TONAKHOLO O ABETSE $T$ SETHOPO SA LIKHUTŠOANE KAJENO,BALISANA,0,sesotho,tonakholo o abetse t sethopo sa likhutšoane kajeno
TONAKHOLO O ABETSE BALISANA $T$ KAJENO,SETHOPO SA LIKHUTŠOANE,0,sesotho,tonakholo o abetse balisana t kajeno
$T$ O TIMELLA KOTSING EA TEKESI,MOETI,-1,sesotho,t o timella kotsing ea tekesi
MOETI O TIMELLA KOTSING EA $T$,TEKESI,-1,sesotho,moeti o timella kotsing ea t
$T$ O FETOLA BARALI BA HAE MAKHOBA A THOBALANO O BA ROBETSE MAKHETLO A SA BALOENG,MONNA,-1,sesotho,t o fetola barali ba hae makhoba a thobalano o ba robetse makhetlo a sa baloeng
MONNA O FETOLA $T$ BA HAE MAKHOBA A THOBALANO O BA ROBETSE MAKHETLO A SA BALOENG,BARALI,-1,sesotho,monna o fetola t ba hae makhoba a thobalano o ba robetse makhetlo a sa baloeng
$T$ O THUNYELITSOE LEFU,MOOKAMELI OA MEBENKELE A LIJO,-1,sesotho,t o thunyelitsoe lefu
$T$ O PHETHAHATSA MANTSOE A RENG HO ROBALA KE HO FETOHA,MOPARAMENTE,-1,sesotho,t o phethahatsa mantsoe a reng ho robala ke ho fetoha
$T$ BO ITLOSA LITLHONG,BOHANYETSI,-1,sesotho,t bo itlosa litlhong
UTLOA MELEK0 E ETSHAHETSENG HA $T$ A TLA BOLAOA BOSIUNG BA KAJENO,MOHLANKA OA 'MUSO,-1,sesotho,utloa melek0 e etshahetseng ha t a tla bolaoa bosiung ba kajeno
$T$ O QETA HO THUNYA MOSALI'AE O MO SIHILE A RAPALLETSE KATLUNG,MONNA,-1,sesotho,t o qeta ho thunya mosaliae o mo sihile a rapalletse katlung
MONNA O QETA HO THUNYA $T$ O MO SIHILE A RAPALLETSE KATLUNG,MOSALI'AE,-1,sesotho,monna o qeta ho thunya t o mo sihile a rapalletse katlung
MONNA O QETA HO THUNYA MOSALI'AE O MO SIHILE A RAPALLETSE $T$,KATLUNG,0,sesotho,monna o qeta ho thunya mosaliae o mo sihile a rapalletse t
